characterID,name
1009335,Felicia Hardy
1010949,Moon Knight (House of M)
1011306,Dargo Ktor
1011159,Stellaris
1009178,Beef
1009373,Jetstream
1010859,Black Crow
1010356,Black Queen
1010824,Shooting Star
1011077,Ikaris
1011230,Scrambler
1011281,Wolfpack
1011315,U-Foes
1010957,Orphan-Maker
1010668,Warren Worthington III
1009642,Sym
1011205,Madripoor
1010858,Shockwave
1009230,Catseye
1009549,Roulette
1011349,Blackout
1010368,Dreadnoughts
1010816,Hate-Monger (Adolf Hitler)
1009668,Thunderbolt (Bill Carver)
1010355,Elements of Doom
1011228,Outlaw Kid
1009422,Mandroid
1010902,Mordo
1009674,Toad Men
1011286,Cobalt Man
1011425,Whizzer (Stanley Stewart)
1010894,Millie the Model
1011395,Talon (Fraternity of Raptors)
1011196,Captain Flint
1009397,Lava-Man
1011113,Blue Blade
1011094,Xavin
