student,year,school
28665,1997,161
28666,1997,533
28667,1997,533
28668,1995,624
28669,1997,5
28670,1996,565
28671,1997,565
28672,1997,122
28673,1997,122
28674,1997,122
28675,1997,231
28676,1997,231
28677,1997,231
28678,1997,231
28679,1997,231
28680,1997,534
28681,1997,227
28682,1996,227
28683,1996,227
28684,1997,284
28685,1997,284
28686,1997,200
28687,1996,200
28688,1997,200
28689,1996,200
28690,1996,200
28691,1997,200
28692,1997,410
28693,1997,560
28694,1996,560
28695,1997,560
28696,1997,404
28697,1997,404
28698,1997,566
28699,1997,566
28700,1975,286
28701,1987,12
28702,1971,366
28703,1971,230
28704,1971,286
28705,1978,122
28706,1976,349
28707,1980,122
28708,1970,116
28709,1987,163
28710,1965,230
28711,1970,230
28712,1977,179
28713,1971,391
28714,1984,169
28715,1984,530
28716,1967,350
28717,1974,350
28718,1977,269
28719,1969,230
28720,1967,105
28721,1957,230
28722,1969,622
28723,1979,226
28724,1987,105
28725,1979,434
28727,1978,286
28728,1977,227
28729,1972,231
28730,1963,361
28731,1971,231
28732,1966,128
28733,1995,256
28734,1995,447
28735,1995,447
28736,1994,180
28737,1994,180
28738,1994,180
28739,1994,180
28740,1994,180
28741,1994,180
28742,1995,623
28743,1995,161
28744,1995,161
28745,1995,269
28746,1995,269
28747,1995,241
28748,2005,78
28749,1995,391
28750,1994,391
28751,1995,391
28752,1994,391
28753,1995,391
28754,1995,391
28755,1995,391
28756,1994,391
28757,1995,5
28758,1995,5
28759,1995,5
28760,1995,361
28761,1995,361
28762,1995,122
28763,1995,122
28764,1995,122
28765,1995,357
28766,1995,231
28767,1995,231
28768,1995,231
28769,1995,231
28770,1995,231
28771,1995,231
28772,1995,231
28773,2004,40
28774,1995,568
28775,1995,232
28776,1995,232
28777,1995,232
28778,1995,232
28779,1995,232
28780,1995,227
28781,1995,227
28782,1995,284
28783,1995,284
28784,1995,284
28785,1995,284
28786,1995,284
28787,1995,230
28788,1995,535
28789,1995,535
28790,1995,535
28791,1995,535
28792,2005,40
28793,1970,352
28794,1995,366
28795,1995,366
28796,1995,366
28797,1995,376
28798,1995,376
28799,1995,376
28800,1995,413
28801,1995,413
28802,1995,413
28803,1995,481
28804,1995,481
28805,1995,481
28806,1995,481
28807,1995,256
28808,1995,256
28809,1994,70
28810,1995,447
28811,1995,447
28812,1995,180
28813,1995,180
28814,1994,226
28815,1994,226
28816,1995,226
28817,1995,226
28818,1995,226
28819,1994,226
28820,1994,226
28821,1995,226
28822,1994,226
28823,1995,226
28824,1995,226
28825,1994,226
28826,1994,226
28827,1994,226
28828,1994,226
28829,1994,226
28830,1994,226
28831,1994,226
28832,1995,530
28833,1995,530
28834,1995,161
28835,1995,161
28836,1995,161
28837,1995,161
28838,1995,161
28839,1995,161
28840,1995,533
28841,1995,533
28842,1995,434
28843,1995,434
28844,1995,434
28845,1995,434
28846,1994,434
28847,1995,434
28848,1995,212
28849,2005,222
28850,1995,212
28851,1995,350
28852,1995,5
28853,1995,5
28854,1995,361
28855,1995,361
28856,1995,361
28857,1995,485
28858,1995,485
28859,1995,485
28860,1995,122
28861,1995,122
28862,1995,357
28863,1995,357
28864,1995,357
28865,1995,231
28866,1995,231
28867,1995,231
28868,1995,231
28869,2004,318
28870,1995,231
28871,1995,232
28872,1995,232
28873,1995,232
28874,1995,116
28875,1995,116
28876,1995,116
28877,1995,116
28878,1995,116
28879,1995,534
28880,1995,105
28881,1995,341
28882,1995,341
28883,1995,341
28884,1995,341
28885,1995,341
28886,1995,284
28887,1995,284
28888,1995,199
28889,1995,199
28890,1995,199
28891,1995,179
28892,1995,179
28893,1994,179
28894,1995,179
28895,1995,179
28896,1995,179
28897,1995,179
28898,1995,179
28899,1994,179
28900,1994,179
28901,1995,179
28902,1995,179
28903,1995,179
28904,1994,179
28905,1994,179
28906,1995,230
28907,1995,230
28908,1995,230
28909,1995,230
28910,1995,622
28911,1994,622
28912,1994,622
28913,1995,560
28914,1995,169
28915,1994,169
28916,1995,169
28917,1995,169
28918,1995,169
28919,1995,169
28920,1990,373
28920,1994,169
28921,1995,169
28922,1995,169
28923,1995,169
28924,1995,169
28925,1995,169
28926,1995,169
28927,1995,413
28928,1995,413
28929,1995,413
28930,1995,413
28931,1995,413
28932,1995,413
28933,1995,413
28934,1994,404
28935,1994,255
28936,1995,255
28937,1994,255
28938,1994,255
28939,1994,255
28940,1994,255
28941,1994,255
28942,1995,256
28943,1995,180
28944,1994,180
28945,1994,180
28946,1995,447
28947,1995,447
28948,1995,26
28949,1995,623
28950,1995,623
28951,1995,241
28952,2005,69
28953,1983,155
28954,1994,142
28955,1994,142
28956,1994,142
28957,1994,142
28958,1994,142
28959,1994,142
28960,1994,212
28961,1995,212
28962,1994,212
28963,1995,212
28964,1994,212
28965,1994,505
28966,1995,122
28967,1995,122
28968,1995,122
28969,1995,357
28970,1995,357
28971,1995,231
28972,1995,231
28973,1994,534
28974,1995,534
28975,1994,534
28976,1995,284
28977,1995,284
28978,1995,284
28979,1995,284
28980,1995,284
28981,1995,230
28982,1995,230
28983,1995,230
28984,1994,506
28985,1995,376
28986,1996,286
28987,1996,286
28988,1996,286
28989,1996,286
28990,1996,286
28991,1996,286
28992,1996,286
28993,1996,286
28994,1996,286
28995,1996,286
28996,1996,481
28997,1996,481
28998,1996,481
28999,1996,481
29000,1996,481
29001,1996,481
29002,1996,255
29003,1996,255
29004,1996,255
29005,1996,255
29006,1996,255
29007,1996,255
29008,1996,255
29009,1996,256
29010,1996,256
29011,1996,256
29012,1996,256
29013,1996,256
29014,1996,256
29015,1996,256
29016,1996,256
29017,1996,256
29018,1996,256
29019,1996,447
29020,1996,447
29021,1996,447
29022,1995,226
29023,1995,226
29024,1995,226
29025,1995,226
29026,1995,226
29027,1995,226
29028,1996,226
29029,1996,226
29030,1996,226
29031,1996,226
29032,1995,226
29033,1995,226
29034,1995,226
29035,1996,226
29036,1996,175
29037,1996,175
29038,1996,623
29039,1996,161
29040,1968,74
29041,1996,161
29042,1996,161
29043,1996,161
29044,1996,269
29045,1996,269
29046,1996,269
29047,1996,269
29048,1992,67
29049,1996,269
29050,1996,391
29051,1996,391
29052,1996,391
29053,1996,391
29054,1996,533
29055,1996,533
29056,1996,568
29057,1996,212
29058,1996,5
29059,1996,5
29060,1996,5
29061,1996,505
29062,1996,122
29063,1996,122
29064,1996,122
29065,1996,357
29066,1996,357
29067,1996,357
29068,1996,357
29069,1995,357
29070,1995,357
29071,1996,357
29072,1996,357
29073,1996,357
29074,1996,357
29075,1996,357
29076,1996,357
29077,1996,231
29078,1996,231
29079,1996,231
29080,1996,231
29081,1996,231
29082,1996,231
29083,1996,231
29084,1996,231
29085,1995,534
29086,1948,58
29087,1996,105
29088,1996,105
29089,1996,105
29090,1996,284
29091,1996,284
29092,1996,284
29093,1996,179
29094,1996,179
29095,1996,179
29096,1996,179
29097,1996,179
29098,1996,179
29099,1996,179
29100,1996,199
29101,1996,199
29102,1996,199
29103,1996,199
29104,1996,589
29105,1995,400
29106,1996,400
29107,1996,400
29108,1996,400
29109,1996,366
29110,1996,366
29112,1996,506
29113,1996,506
29114,1996,506
29115,1996,506
29116,2005,558
29117,1948,68
29118,1996,169
29119,1996,169
29120,1996,169
29121,1996,169
29122,1996,413
29123,2005,7
29124,1996,255
29125,1995,255
29126,1995,255
29127,1995,164
29128,1995,255
29129,1995,255
29130,1996,164
29131,1995,255
29132,1995,255
29133,1996,164
29134,1995,164
29135,1995,255
29136,1995,255
29137,1996,447
29138,1996,447
29139,1996,26
29140,1996,26
29141,1996,26
29142,1996,26
29143,1996,623
29144,1996,530
29145,1995,269
29146,1995,269
29147,1996,269
29148,1996,269
29149,1996,533
29150,1995,533
29151,1995,533
29152,1995,533
29153,1996,142
29154,1996,142
29155,1996,142
29156,1996,142
29157,1995,142
29158,1995,142
29159,1996,142
29160,1996,142
29161,1995,142
29162,1996,142
29163,1995,142
29164,1995,212
29165,1996,212
29166,1996,5
29167,1996,361
29168,1995,122
29169,1996,122
29170,1996,122
29171,1949,67
29172,1995,534
29173,1996,105
29174,1996,105
29175,1996,105
29176,1996,105
29177,1995,105
29178,1996,96
29179,1996,96
29180,1992,70
29181,1996,227
29182,1996,227
29183,1996,284
29184,1995,622
29185,1995,622
29186,1995,21
29187,2005,51
29188,1995,67
29189,1905,115
29190,1995,506
29191,1995,506
29192,1995,376
29193,1996,376
29194,1995,560
29195,1996,560
29196,1995,560
29197,1995,286
29198,1995,286
29199,1995,286
29200,1996,286
29201,1995,286
29202,1995,286
29203,2006,434
29204,1995,286
29205,1995,286
29206,1996,286
29207,1995,286
29208,1995,286
29209,1995,286
29210,1996,481
29211,1996,481
29212,1995,256
29213,1995,256
29214,1995,256
29215,1996,256
29216,1996,447
29217,1996,447
29218,1996,180
29219,1996,180
29220,1996,180
29221,1996,180
29222,1996,175
29223,1995,175
29224,1995,175
29225,1996,175
29226,1996,175
29227,1995,26
29228,1995,26
29229,1995,26
29231,1995,26
29232,1996,161
29233,1996,161
29234,1996,161
29235,1996,161
29236,1995,391
29237,1996,391
29238,1996,391
29239,1996,391
29240,1995,391
29241,1996,361
29242,1996,231
29243,1995,568
29244,1869,103
29245,1996,199
29246,1995,199
29247,1998,51
29248,1996,199
29249,1996,179
29250,1996,179
29251,1995,179
29252,1995,179
29253,1996,179
29254,1995,179
29255,1996,179
29256,1996,179
29257,1996,179
29258,1996,179
29259,1996,179
29260,1996,230
29261,1996,230
29262,1996,230
29263,1995,230
29264,2005,69
29265,1996,589
29267,1996,366
29268,1995,169
29269,1996,169
29270,1995,169
29271,1996,413
29272,1996,413
29273,1996,413
29274,1977,119
29275,1985,512
29276,1970,512
29277,1970,143
29278,1971,512
29279,1979,130
29280,1992,512
29281,1969,143
29282,1995,438
29283,1980,438
29284,1981,438
29285,1980,634
29286,1972,103
29287,1974,33
29288,1975,227
29289,2005,78
29290,1971,391
29291,1984,361
29292,1972,116
29293,1969,104
29294,1977,568
29295,1964,232
29296,1962,232
29297,1974,635
29299,1977,142
29300,1971,526
29301,1948,21
29302,1995,14
29303,1974,32
29304,1969,231
29305,1977,215
29306,1965,404
29307,1969,286
29308,1965,179
29309,1970,231
29310,1972,169
29311,1970,226
29312,1989,241
29313,1970,122
29314,1959,341
29315,1967,5
29316,1978,230
29317,1976,116
29318,1972,179
29319,1971,179
29320,1965,622
29321,1977,413
29322,1980,286
29323,1978,447
29324,1969,183
29325,1973,623
29326,1982,255
29327,1977,116
29328,1983,256
29329,1975,366
29330,1985,163
29331,1968,173
29333,1968,616
29334,1979,26
29335,1968,226
29337,1980,149
29339,1969,149
29340,1984,220
29341,1963,5
29342,1979,122
29343,1979,142
29344,1977,230
29345,1972,231
29346,1980,215
29347,1971,284
29348,1969,52
29349,1979,21
29350,1989,21
29351,1990,21
29352,1987,21
29353,1996,21
29354,1972,179
29355,1972,284
29356,1985,169
29357,1958,231
29358,1967,212
29359,1970,163
29360,1982,212
29361,1968,361
29362,1977,375
29363,1981,594
29364,1967,61
29365,1991,85
29366,1972,101
29367,1965,174
29368,1971,341
29369,1964,226
29370,1981,128
29372,1960,105
29373,1983,96
29374,1973,230
29375,1977,235
29376,1971,341
29377,1969,348
29378,1970,179
29379,1967,179
29380,1974,68
29381,1973,68
29382,1973,68
29383,1987,21
29385,1973,68
29386,1973,68
29388,1973,68
29389,1973,68
29390,2003,366
29391,2001,190
29391,2001,636
29392,1994,190
29394,1973,68
29395,1973,68
29396,1972,68
29397,1972,68
29398,1972,68
29400,1972,68
29401,1972,68
29402,1972,68
29403,1972,68
29404,2006,115
29405,1972,68
29406,1972,68
29407,2005,434
29408,1972,68
29409,1995,474
29409,2002,118
29410,1972,68
29411,1972,68
29412,1951,339
29413,1972,68
29414,1969,37
29415,1972,68
29416,2006,114
29417,1972,68
29418,1963,7
29419,1972,68
29420,1972,68
29421,1997,260
29422,1972,68
29423,2006,60
29425,2004,371
29426,1972,68
29427,1972,68
29428,1938,27
29429,1971,68
29430,2006,637
29431,1971,68
29432,2000,638
29433,1971,68
29434,1974,60
29435,1974,64
29436,1970,68
29437,2006,23
29438,2006,255
29439,1970,68
29440,2006,32
29441,1971,68
29442,1970,68
29443,1966,101
29444,1995,67
29445,1970,68
29446,1970,68
29447,1970,68
29448,2005,400
29449,1948,236
29450,2006,68
29451,1951,52
29452,1978,12
29453,1995,12
29454,1972,60
29455,1997,137
29457,1971,103
29458,1823,104
29458,1832,348
29461,1986,411
29462,1983,411
29463,1963,68
29464,1968,33
29465,1971,230
29466,1963,68
29467,1994,341
29468,2006,341
29469,1963,68
29470,1963,68
29472,1963,68
29473,2003,196
29474,1963,68
29476,2004,196
29479,1962,68
29480,1991,10
29481,1960,226
29482,1962,68
29483,1962,68
29484,1904,226
29486,1962,68
29488,1962,68
29490,1962,68
29491,1962,68
29494,1988,274
29496,1961,68
29497,1991,63
29499,1961,68
29500,1990,639
29501,1972,39
29502,1961,68
29503,1992,63
29504,1961,68
29505,1961,68
29506,1991,120
29507,1961,68
29508,1992,63
29509,1993,63
29510,1994,63
29511,1960,68
29512,1966,640
29513,1994,274
29514,1994,149
29515,1990,326
29516,1960,68
29517,1997,240
29518,1960,68
29519,1959,68
29520,1994,63
29521,1959,68
29522,1959,68
29523,1959,68
29524,1996,30
29525,1995,63
29526,1971,404
29527,1979,67
29528,1996,63
29529,1961,94
29530,1964,22
29531,1975,114
29532,1985,114
29533,1992,114
29534,1999,114
29535,1996,63
29536,1996,116
29537,1978,9
29538,1984,9
29539,1996,63
29540,1973,9
29541,1997,63
29542,1999,638
29543,1979,128
29544,1981,128
29545,1982,128
29546,1980,128
29547,1983,128
29548,1983,128
29549,1985,128
29550,1984,128
29551,1985,128
29552,1985,128
29553,1986,128
29554,1986,128
29555,1989,106
29556,1989,106
29557,1992,106
29558,1993,106
29559,1994,106
29560,1996,106
29561,1867,164
29562,1997,63
29563,1999,466
29564,1963,33
29565,1973,50
29566,1970,27
29567,1971,27
29568,1973,27
29569,1975,27
29570,1976,27
29571,1977,27
29572,1978,27
29573,1983,50
29574,1983,50
29575,1984,50
29576,1985,50
29577,1985,50
29578,1985,50
29579,1985,50
29580,1986,50
29581,1986,50
29582,1987,50
29583,1987,50
29584,1988,50
29585,1988,50
29586,1989,50
29587,1991,50
29588,1991,50
29589,1991,50
29590,1991,50
29591,1992,50
29592,1993,50
29593,1996,50
29594,1997,50
29595,1999,50
29596,1985,7
29597,1985,118
29598,1970,271
29599,1968,271
29600,1998,7
29601,1999,43
29602,1999,43
29603,1993,349
29604,1993,349
29605,1993,349
29606,1976,366
29607,1995,126
29608,1985,12
29609,1994,126
29610,1990,122
29611,1990,173
29612,1998,154
29613,1998,183
29614,1988,183
29615,1992,183
29616,1992,183
29617,1991,183
29618,1991,183
29619,1993,183
29620,1998,47
29621,1973,47
29622,1976,47
29623,1976,47
29624,1982,47
29625,1985,64
29626,1976,45
29627,1998,63
29628,1973,600
29629,1972,12
29630,1986,27
29631,1998,63
29633,1936,96
29634,2003,348
29635,1979,286
29636,1996,30
29637,1988,130
29638,1966,70
29639,1979,12
29640,1999,63
29641,1995,2
29642,1812,104
29643,1954,193
29644,1974,68
29645,1971,641
29646,1998,266
29647,1996,19
29648,2000,8
29649,1999,63
29650,1948,106
29651,1991,641
29653,1971,70
29654,1987,60
29655,1990,642
29656,1987,10
29657,1991,67
29658,1977,641
29659,1996,641
29660,1996,641
29661,1996,641
29662,1988,641
29663,1998,641
29664,1998,641
29665,1998,641
29666,1998,641
29667,1986,641
29668,1996,641
29669,1980,641
29670,1992,641
29671,1988,641
29672,1985,27
29673,1988,368
29674,1958,101
29675,1885,225
29676,1986,641
29677,1994,641
29678,1955,29
29679,1980,641
29680,1973,641
29681,1966,641
29682,1974,641
29683,1995,641
29684,1954,29
29685,1997,641
29686,1976,57
29687,1983,179
29688,1968,168
29690,1972,349
29691,1994,460
29692,1971,111
29693,1990,67
29694,1967,61
29695,1989,340
29696,1939,101
29697,1977,641
29699,1986,641
29701,1991,641
29702,1989,641
29703,1984,641
29704,1977,641
29705,1987,641
29706,1986,641
29708,1991,641
29709,1993,641
29710,1996,641
29711,1975,641
29712,1994,641
29713,1983,272
29713,1993,641
29714,1989,641
29715,1983,641
29716,1994,641
29717,1996,641
29718,1984,641
29719,1977,641
29720,1998,641
29721,1988,641
29722,1995,641
29723,1995,641
29724,1997,641
29725,1993,641
29726,1992,641
29727,1988,641
29728,1997,641
29729,1977,641
29730,1994,641
29731,1987,641
29732,1991,641
29733,1991,641
29734,1990,641
29735,1986,641
29736,1987,641
29737,1986,641
29738,1986,641
29739,1986,641
29740,1984,641
29741,1996,641
29742,1992,641
29743,1987,641
29745,1949,643
29747,1924,172
29748,1967,374
29751,1967,163
29754,1978,340
29755,1981,348
29756,2005,103
29757,1986,348
29758,1976,348
29759,1980,348
29760,1985,348
29761,1978,348
29762,1983,60
29763,1988,348
29764,1987,348
29765,1976,348
29766,1984,348
29767,1980,348
29768,1986,348
29769,1969,348
29770,1978,348
29771,1980,348
29772,1981,348
29773,1981,348
29774,1981,348
29775,1983,348
29776,1969,348
29777,1987,120
29778,1970,348
29779,1969,348
29780,1976,348
29781,1976,348
29782,1976,348
29783,1976,348
29784,1976,348
29785,1977,348
29786,1979,348
29787,1981,348
29788,1981,348
29789,1981,348
29790,1983,348
29791,1985,348
29792,1985,348
29793,1986,348
29794,1986,348
29795,1987,348
29796,1985,348
29797,1985,348
29798,1950,255
29799,1950,255
29802,1962,255
29803,,601
29804,1964,255
29805,1964,255
29806,1964,255
29807,1964,255
29808,1965,255
29809,1966,255
29810,1983,266
29811,1968,255
29812,1970,255
29813,1970,255
29814,1981,348
29815,1987,348
29816,1976,348
29817,1978,348
29818,1948,348
29819,1959,348
29820,1986,348
29821,1981,348
29822,1987,348
29823,1987,348
29824,1984,348
29825,1986,348
29826,1988,348
29827,1979,348
29828,1980,348
29829,1980,348
29830,1980,348
29831,1983,348
29832,1984,348
29833,1984,348
29834,1980,348
29835,1986,348
29836,1979,348
29837,1981,348
29838,1964,348
29839,1954,8
29840,2005,493
29841,1996,23
29842,2006,209
29843,1957,348
29844,1971,37
29845,1962,348
29846,1964,348
29847,1957,348
29848,1967,348
29849,1968,348
29850,1968,348
29851,1979,348
29852,2006,135
29853,1985,348
29854,1977,348
29855,1977,348
29856,1978,348
29857,1979,348
29858,1980,348
29859,1985,348
29860,1986,348
29861,1940,220
29862,1953,68
29863,1964,255
29865,1995,340
29866,1976,137
29867,1967,255
29868,1993,230
29869,1948,103
29870,1970,255
29871,1970,255
29872,1988,348
29873,1986,348
29874,1958,255
29875,1980,348
29876,1984,348
29877,1976,348
29878,1981,348
29879,1982,348
29880,1968,348
29881,1977,348
29882,1984,348
29883,1931,104
29884,1981,553
29885,1950,12
29886,1976,348
29887,1976,348
29888,1976,348
29889,1978,348
29890,1982,348
29891,1926,174
29892,1998,232
29893,1969,255
29894,1969,255
29895,1981,348
29896,1968,348
29897,2006,37
29898,1978,348
29899,1978,348
29900,1979,348
29901,1978,348
29902,1982,348
29903,1984,348
29904,1988,348
29905,1988,348
29906,1967,348
29907,1977,348
29908,1959,255
29909,1949,348
29910,1970,348
29911,1985,348
29912,1985,348
29913,1978,348
29914,1983,348
29915,1970,348
29916,1976,348
29917,1987,348
29918,1983,348
29919,1977,348
29920,1977,348
29921,1977,348
29922,1979,348
29923,1980,348
29924,1984,348
29925,1986,348
29926,1986,348
29927,1986,348
29928,1967,348
29929,1968,348
29930,1968,348
29931,1965,48
29933,1970,348
29934,1977,348
29935,1979,348
29936,1983,348
29937,1976,348
29938,1977,348
29939,1983,348
29940,1976,348
29941,1984,112
29942,1983,348
29943,1961,255
29944,1980,348
29945,1978,348
29946,1984,348
29947,1980,348
29948,1969,255
29949,1986,348
29950,2004,68
29951,1968,348
29952,1970,348
29953,1970,348
29954,1971,348
29955,1977,348
29956,1977,348
29957,1977,348
29958,1978,348
29959,1980,348
29960,1983,348
29961,1985,348
29962,1987,348
29963,1961,594
29964,1970,255
29965,1952,255
29966,2006,18
29967,1978,2
29968,1963,255
29969,1965,255
29970,1966,255
29971,1969,255
29972,1970,255
29973,1970,255
29974,1970,255
29975,1970,255
29976,1956,348
29977,1982,348
29978,1978,348
29979,1959,96
29979,1965,348
29980,1969,348
29981,1980,348
29982,1982,348
29983,1986,348
29984,1986,348
29985,1987,348
29986,1988,348
29987,1988,348
29988,1999,638
29989,,531
29990,1990,2
29991,1967,348
29992,1965,357
29993,1998,120
29994,1965,348
29996,1965,348
29997,1982,44
29998,1967,348
29999,1967,348
30000,1968,348
30001,1968,348
30002,1970,348
30003,2004,2
30004,1964,348
30005,1965,348
30006,1965,348
30007,1961,348
30008,1966,348
30009,1968,348
30010,1968,348
30011,1951,348
30013,1969,255
30014,1963,348
30015,1958,164
30016,1965,251
30017,1968,128
30018,1986,348
30019,1987,348
30020,1987,112
30022,1948,348
30023,1958,33
30024,1953,348
30026,1967,232
30027,1980,348
30028,1981,348
30029,1984,348
30030,1966,348
30031,1959,348
30032,1994,87
30033,1998,288
30034,1950,127
30035,1998,34
30036,1949,348
30037,1949,348
30038,1952,348
30039,1953,348
30040,1972,3
30041,1955,348
30042,1955,348
30043,1957,348
30044,1958,348
30045,1962,348
30046,1962,348
30047,1964,348
30048,1964,348
30049,1966,348
30050,1966,348
30051,1989,34
30052,1955,348
30053,1956,348
30054,1959,348
30055,1959,348
30056,1954,38
30057,1960,348
30058,1961,348
30060,1965,348
30061,1966,348
30062,1968,348
30063,1968,348
30064,1968,348
30065,1970,348
30066,1970,348
30067,1971,30
30068,1998,91
30069,1962,241
30071,1958,348
30072,1998,120
30073,1970,14
30074,2002,188
30075,1970,61
30076,1967,348
30077,1967,348
30078,1968,348
30079,1968,348
30080,1968,348
30081,1968,348
30082,1968,348
30083,1970,348
30084,1970,348
30085,1966,255
30086,1978,348
30087,1984,348
30088,1986,348
30089,1988,348
30090,1988,348
30091,1943,32
30092,1997,120
30093,1976,348
30094,1976,348
30095,1982,348
30096,1982,348
30097,1984,348
30098,1985,348
30099,1986,348
30100,1979,348
30101,1976,348
30102,1977,348
30103,1961,255
30104,1969,255
30105,1976,348
30106,1977,348
30107,1978,348
30108,1979,348
30109,1980,348
30110,2005,90
30111,1980,348
30112,1982,348
30113,1987,348
30114,1988,348
30115,1982,348
30116,1978,348
30117,1967,348
30118,1976,348
30119,1978,348
30120,1979,348
30121,1980,348
30122,1981,348
30123,1983,348
30124,1984,348
30125,1988,348
30126,1988,348
30127,1999,34
30128,1965,348
30129,1966,348
30130,1982,348
30131,1968,348
30132,1963,348
30133,1973,142
30134,1994,137
30135,1994,644
30136,1979,348
30137,1970,255
30138,1977,348
30139,1978,348
30140,1981,348
30141,1982,348
30142,1996,34
30143,1976,348
30144,1982,348
30145,1983,348
30146,1983,348
30147,1983,348
30148,1987,348
30149,1965,348
30151,1969,568
30152,1966,96
30153,1963,96
30154,1960,614
30155,1969,27
30156,1927,164
30157,1961,645
30158,1990,183
30159,1983,348
30160,1967,348
30161,1963,232
30162,1951,104
30163,1989,103
30164,1958,614
30165,1991,2
30166,1976,23
30167,1981,23
30168,1954,232
30169,1918,179
30170,1956,348
30171,1956,96
30173,1967,646
30174,1976,106
30175,1847,33
30176,1879,33
30177,1965,568
30179,1911,243
30180,1954,485
30181,1970,623
30182,1950,71
30186,1999,34
30187,1965,403
30190,1867,200
30191,2004,141
30192,1974,348
30193,1959,350
30196,1998,120
30197,,307
30199,1979,240
30200,1967,27
30201,1981,8
30202,1996,91
30203,1988,34
30204,1975,103
30205,1998,27
30206,1998,27
30207,1998,27
30208,1987,34
30209,1965,427
30210,1988,27
30211,1992,464
30212,1965,8
30213,1981,8
30214,1989,34
30215,1979,21
30216,1987,60
30217,,108
30218,1982,327
30219,1971,12
30220,1995,67
30221,1996,67
30222,1999,67
30223,1978,290
30224,1998,187
30225,1969,37
30226,1970,52
30227,1986,52
30228,1976,251
30229,1993,34
30230,1995,118
30231,1989,240
30232,1999,319
30233,1999,35
30234,1993,103
30235,1988,9
30236,1998,55
30237,1983,34
30238,1987,10
30239,1977,647
30240,1997,43
30241,1999,66
30242,1989,10
30243,1989,10
30244,1994,34
30245,1996,10
30246,1998,10
30247,1997,19
30248,1968,146
30249,1967,10
30250,1992,12
30251,1997,95
30252,1998,118
30253,1969,45
30254,1985,135
30255,1982,135
30256,1980,135
30257,2002,34
30258,1988,34
30259,2002,34
30260,1996,34
30261,1990,165
30262,1999,359
30264,1974,8
30265,1999,37
30266,1966,37
30267,1999,37
30268,2001,31
30269,1973,171
30270,1980,213
30271,1968,68
30272,2003,145
30273,2004,319
30274,2001,176
30275,1998,145
30276,1999,145
30278,1968,240
30280,2004,426
30281,2004,648
30282,1983,130
30283,2001,374
30284,2004,561
30285,2002,502
30286,1999,272
30287,1991,155
30288,1993,10
30289,2004,163
30290,1996,385
30291,2004,2
30292,2004,2
30293,2004,2
30294,1985,649
30295,1999,37
30296,2004,427
30297,2004,60
30298,2004,155
30299,1996,245
30300,1983,83
30301,1996,29
30302,1992,151
30303,1997,29
30304,1995,29
30305,2005,240
30306,2004,14
30307,2001,329
30308,1996,650
30309,,613
30310,1994,128
30311,2002,128
30312,1999,37
30313,1997,128
30314,2002,651
30315,2001,652
30316,1986,106
30317,1994,106
30318,1971,106
30319,1998,106
30320,1986,12
30321,2003,128
30322,2004,141
30323,1972,21
30324,1987,427
30325,2003,85
30326,2006,413
30327,2006,156
30328,1980,14
30329,1992,19
30330,1992,19
30331,1979,37
30332,1991,19
30333,1990,19
30335,1989,19
30336,1988,19
30337,1986,19
30338,1982,19
30339,1976,37
30340,1980,19
30341,1979,19
30342,1999,21
30343,1978,19
30344,1977,19
30345,1977,19
30346,1975,19
30347,1973,19
30348,1972,19
30349,1972,19
30350,1975,37
30351,1982,174
30352,1984,564
30353,1985,174
30355,1990,174
30356,2006,49
30357,1979,128
30358,1976,128
30359,,128
30360,1967,128
30361,1974,128
30362,1999,37
30363,,128
30364,1967,128
30365,,128
30366,1972,293
30367,,128
30368,,128
30369,1960,128
30370,1973,128
30371,1955,132
30372,1967,128
30373,,128
30374,1972,128
30375,1967,128
30376,1972,128
30377,1972,128
30378,1969,128
30379,1981,128
30380,1969,128
30381,,128
30382,1996,293
30384,1964,128
30385,1965,128
30386,1986,128
30387,1970,128
30388,1999,37
30389,1972,128
30390,1995,293
30391,1994,293
30392,1979,9
30393,1997,68
30394,1981,9
30395,1948,1
30396,1971,60
30397,1977,128
30398,1998,55
30399,1997,55
30400,1997,55
30401,1994,183
30402,1992,103
30403,1965,12
30404,1961,12
30405,1963,12
30406,1961,12
30407,1965,12
30408,1968,12
30409,1963,29
30410,1978,12
30411,1999,52
30412,1920,21
30413,1925,27
30414,1971,12
30415,1977,12
30416,1958,12
30417,1986,12
30418,1974,68
30419,1923,199
30420,1976,12
30422,1965,27
30423,1965,27
30424,1999,356
30425,1967,27
30426,1968,27
30427,1968,27
30428,1968,27
30429,1969,27
30430,1969,27
30431,1970,27
30432,1970,27
30433,1971,27
30434,1972,27
30435,1974,27
30436,1974,27
30437,1976,27
30438,1976,27
30439,1976,27
30440,1977,27
30441,1978,27
30442,1980,27
30443,1981,27
30444,1982,27
30445,1982,27
30446,1983,27
30447,1984,27
30448,1990,653
30448,1997,22
30449,1990,27
30450,1990,27
30451,1990,27
30452,1998,27
30453,1997,337
30454,1999,27
30455,1999,69
30456,1967,137
30457,1966,10
30458,1968,10
30459,1974,10
30460,1970,10
30461,1974,10
30462,1989,10
30463,1990,10
30464,1996,10
30465,1998,55
30466,2000,230
30467,1948,33
30468,1969,61
30469,1999,23
30470,1997,55
30471,1994,192
30472,1975,128
30473,1961,457
30474,1999,95
30475,1998,95
30476,1997,95
30477,1995,95
